episode_id,family,fixture,block_id,policy_id,goal,wording,scenario,named_reference,planned,accepted_valid,missing_valid,infra_invalid,blocked,trigger_eligible,event_delivered,event_observed
online_correction_v4-C6-b004-152c40b68c322dd5,C6,containment,4,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b004-4526b45b7647289e,C6,containment,4,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b004-65f8174fbf8d9280,C6,containment,4,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b004-6fc0ac9c6409ef32,C6,containment,4,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b004-a3985b9fe7a5c6b1,C6,containment,4,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b004-d04ab9678e994935,C6,containment,4,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b005-0e79e6104a92b3dc,C6,containment,5,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b005-1f1901e947ea50e3,C6,containment,5,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b005-4bc9298ebe04fe72,C6,containment,5,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b005-68d317ab61b74600,C6,containment,5,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b005-731d4fd6ad432ffc,C6,containment,5,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b005-870d99325c97d7b4,C6,containment,5,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b006-60763e0e6879e414,C6,containment,6,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b006-6b3ec549701d0e2e,C6,containment,6,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b006-79df31c8a0a873f5,C6,containment,6,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b006-cb1b7c645e2ec1cd,C6,containment,6,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b006-dd156b9515218d05,C6,containment,6,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b006-e98385a047b99eb8,C6,containment,6,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b007-1c18f47a5f8a6149,C6,containment,7,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b007-4cf055088abab79d,C6,containment,7,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b007-51140b14a549dd19,C6,containment,7,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b007-5c55b43a857b681b,C6,containment,7,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b007-816b5acdd704d546,C6,containment,7,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b007-c733992ddc581c79,C6,containment,7,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b008-06bb21e8a30ee966,C6,containment,8,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b008-0d8bd80aa3449589,C6,containment,8,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b008-aa6d4650117fb815,C6,containment,8,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b008-c7a6476b79bece01,C6,containment,8,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b008-c8b6dbe657465210,C6,containment,8,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b008-ca682b464bed1451,C6,containment,8,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b009-296cf00c4e7dde6e,C6,containment,9,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b009-3df2eb4116e17740,C6,containment,9,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b009-a305d0e432e3d01b,C6,containment,9,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b009-a7c8c64a22df1ea2,C6,containment,9,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b009-e03cc4fcf1d1a148,C6,containment,9,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b009-ec03290e58b82e6b,C6,containment,9,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b010-100689b1ce03fb45,C6,containment,10,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b010-24884943c0a521a6,C6,containment,10,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b010-471ed07d7ddac063,C6,containment,10,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b010-5fea22d9d266ae93,C6,containment,10,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b010-a1f0e1c599508a51,C6,containment,10,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b010-ab382ae76f7468b3,C6,containment,10,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b011-02f3aa18712bacbf,C6,containment,11,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b011-34826119f06a9f98,C6,containment,11,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b011-56db38238736ee24,C6,containment,11,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b011-81c735dd17c0f17b,C6,containment,11,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b011-9693855b8666b257,C6,containment,11,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b011-c2f998816be75a8b,C6,containment,11,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b012-1cae6e06cd05f4a7,C6,containment,12,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b012-3273900b837bf07b,C6,containment,12,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b012-6efad2eb571303c3,C6,containment,12,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b012-77821fb95d042c47,C6,containment,12,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b012-869f066cffd75e0b,C6,containment,12,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b012-907178697cc2930f,C6,containment,12,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b013-1f566bf31e7cdf36,C6,containment,13,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b013-2363cbf545640451,C6,containment,13,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b013-2f933db0e0072893,C6,containment,13,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b013-4b5b69cceadc1e92,C6,containment,13,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b013-70913d1a4590f796,C6,containment,13,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b013-e8e5568055daf389,C6,containment,13,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b014-31c52668f554a026,C6,containment,14,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b014-366041bf8cb4a2e7,C6,containment,14,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b014-404604e1acdfbff4,C6,containment,14,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b014-41f88c65baf7a4c1,C6,containment,14,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b014-971076903cd0c685,C6,containment,14,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b014-e68cf9bc428d2168,C6,containment,14,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b015-414c320359af9578,C6,containment,15,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b015-5276d5e6f91c5eb7,C6,containment,15,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b015-70356de8c791943a,C6,containment,15,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b015-a125cd673e79afa0,C6,containment,15,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b015-ad4b9ee047f3f10a,C6,containment,15,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b015-b07ccb80bbecb01e,C6,containment,15,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b016-5ebba7cc744a7972,C6,containment,16,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b016-6c6a7f412eb51d06,C6,containment,16,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b016-79b9066a18e7b24a,C6,containment,16,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b016-87c114861625a047,C6,containment,16,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b016-9428b6f4d355ec27,C6,containment,16,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b016-bfd4a2d14792f60d,C6,containment,16,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b017-04473e514f83f8e0,C6,containment,17,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b017-18311d8853c27ba7,C6,containment,17,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b017-19e52e838a952664,C6,containment,17,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b017-2312cd1aa5136247,C6,containment,17,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b017-d45f6d02e818f3f8,C6,containment,17,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b017-d7b2992e3651aab3,C6,containment,17,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b018-3d180a2c2a7891f3,C6,containment,18,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b018-6f5c83d57d27ad90,C6,containment,18,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b018-71e79d04f9074efc,C6,containment,18,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b018-7e55633ff976f925,C6,containment,18,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b018-b4b6fb3250e4c311,C6,containment,18,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b018-f9e37ad2c6d9bd0e,C6,containment,18,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b019-3d98ed35a7dc5ec5,C6,containment,19,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b019-56c8ce9cd270710b,C6,containment,19,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b019-6696d02380a870d5,C6,containment,19,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b019-7b5da5394d61600a,C6,containment,19,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b019-c05383ce8b9328e3,C6,containment,19,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b019-e3a79c659219ac3a,C6,containment,19,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b020-0f8e00718d2f5937,C6,containment,20,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b020-5db556c1f65841fb,C6,containment,20,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b020-8a1d65af6e8033b1,C6,containment,20,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b020-9927add8c3e19f61,C6,containment,20,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b020-e7e354d39eb93e47,C6,containment,20,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b020-f8b8b3389af7d4f4,C6,containment,20,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b021-037bdbd623e3e05a,C6,containment,21,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b021-16d9c820e592295a,C6,containment,21,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b021-6c4f88055a237b75,C6,containment,21,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b021-bbbca3335004b789,C6,containment,21,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b021-c23dc0360e39034d,C6,containment,21,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b021-dc85b2f354aa22bb,C6,containment,21,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b022-34d89c690ee0481d,C6,containment,22,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b022-547ca5c6584f3202,C6,containment,22,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b022-9d59e12af4510629,C6,containment,22,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b022-b28080c74111d834,C6,containment,22,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b022-d41f4696aae0df4c,C6,containment,22,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b022-fc70e5e7ece77c26,C6,containment,22,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b023-24e47b2229e9bbbd,C6,containment,23,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b023-3f9b90cb431d22bd,C6,containment,23,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b023-63d252107dfd55f9,C6,containment,23,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b023-99d65ffec8413f9b,C6,containment,23,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b023-cfd25db0c0a895fd,C6,containment,23,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b023-d83fc827fb92e3d2,C6,containment,23,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b024-83a909748c33fc8e,C6,containment,24,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b024-86290610a8eb5f3c,C6,containment,24,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b024-91c7c205a12c6b54,C6,containment,24,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b024-a7c44a1e73392a47,C6,containment,24,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b024-be8b5df3146857cb,C6,containment,24,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b024-c7ef8a1f10bf1060,C6,containment,24,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b025-35eea897935f8119,C6,containment,25,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b025-68398697955cf89e,C6,containment,25,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b025-7fac51427f2a267f,C6,containment,25,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b025-a526492a2c59cfd9,C6,containment,25,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b025-e2d472bccea7c799,C6,containment,25,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b025-f0543bf9f933624e,C6,containment,25,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b026-5c12941ad215456e,C6,containment,26,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b026-695ac42e6f441805,C6,containment,26,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b026-a0af7f2a815681e3,C6,containment,26,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b026-d7e09521851897b8,C6,containment,26,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b026-e8770f6854431cef,C6,containment,26,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b026-f7e82aaf792cc697,C6,containment,26,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b027-37a453d03ff30f3a,C6,containment,27,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b027-37e3df6a122a02f4,C6,containment,27,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b027-522f133f97b83a22,C6,containment,27,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b027-6705f12d36f8f844,C6,containment,27,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b027-7fe3aaae0ff5b489,C6,containment,27,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b027-fbfe61939a4fbabb,C6,containment,27,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b028-216612a921aa1855,C6,containment,28,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b028-403cd9b33b0a8dc4,C6,containment,28,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b028-62600c0f308eaacb,C6,containment,28,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b028-90655339c09c95ee,C6,containment,28,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b028-abf81e1268d5e9f8,C6,containment,28,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b028-fcf334767e2898c6,C6,containment,28,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b029-1116f5b3c1e94206,C6,containment,29,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b029-4e47bd5fa3ccca82,C6,containment,29,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b029-948e9eafc0204128,C6,containment,29,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b029-9c6ac4bcc2432c50,C6,containment,29,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b029-c1dd79cfcc2835e2,C6,containment,29,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b029-f0cd1348fb8f2b09,C6,containment,29,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b030-48f6b3191f7a7292,C6,containment,30,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b030-4f118a57b9ec6ff1,C6,containment,30,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b030-5817cb2b60046eb6,C6,containment,30,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b030-66bc2028deca0e07,C6,containment,30,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
