frame_order,dataset_index,frame_index,episode_index,episode_progress,horizon_step,cmi_bits,adjusted_cmi_bits,pooled_entropy_bits,conditional_entropy_bits,null_mean_bits,null_median_bits,null_p95_bits,permutation_p_value,bootstrap_low_bits,bootstrap_high_bits,n_prompts,samples_per_prompt,action_dim,language_dependence_detected,gripper_mi_bits,gripper_null_p95_bits,gripper_permutation_p_value
0,0,0,0,0.0,0,17.214728743229674,18.605780417210003,12.282577839166807,-4.932150904062866,7.392866537633116,-1.3910516739803283,17.214728743229674,0.5,nan,nan,2,2,6,False,-0.0,0.0,1.0
0,0,0,0,0.0,1,19.605189583534695,21.168217019488612,12.282577839166807,-7.322611744367889,5.088143833042064,-1.5630274359539162,19.605189583534695,0.35,nan,nan,2,2,6,False,-0.0,0.0,1.0
