comparison,condition_id,direction,left_episode_index,right_episode_index,mae_0_255,nonidentical_channel_fraction,p99_abs_difference,max_abs_difference
within_condition_direction,cosmos_declarative_static32,right,4,9,2.8888204089506173,0.7019338348765433,19.0,90
within_condition_direction,cosmos_declarative_static32,right,5,6,2.8585223765432097,0.696880787037037,22.0,108
within_condition_direction,cosmos_declarative_static32,right,5,7,3.1644695216049383,0.7131028163580246,20.0,102
within_condition_direction,cosmos_declarative_static32,right,5,8,4.091778549382716,0.7191435185185185,22.0,93
within_condition_direction,cosmos_declarative_static32,right,5,9,2.7625231481481483,0.6966869212962963,20.0,78
within_condition_direction,cosmos_declarative_static32,right,6,7,3.026201774691358,0.7059944058641975,20.0,116
within_condition_direction,cosmos_declarative_static32,right,6,8,3.9351215277777776,0.7130275848765432,23.0,92
within_condition_direction,cosmos_declarative_static32,right,6,9,2.6808989197530866,0.6930015432098765,19.0,86
within_condition_direction,cosmos_declarative_static32,right,7,8,4.251087962962963,0.7164207175925926,29.0,104
within_condition_direction,cosmos_declarative_static32,right,7,9,3.130372299382716,0.7125202546296296,21.0,103
within_condition_direction,cosmos_declarative_static32,right,8,9,3.9263290895061727,0.7144270833333334,23.0,88
matched_left_right,cosmos_declarative_static32,left_vs_right,0,0,1.5624353780864197,0.6360088734567901,11.0,52
matched_left_right,cosmos_declarative_static32,left_vs_right,1,1,3.968888888888889,0.7384760802469136,26.0,94
matched_left_right,cosmos_declarative_static32,left_vs_right,2,2,3.407084297839506,0.7272106481481482,23.0,100
matched_left_right,cosmos_declarative_static32,left_vs_right,3,3,3.4234423225308643,0.7282677469135802,23.0,108
matched_left_right,cosmos_declarative_static32,left_vs_right,4,4,4.001875964506173,0.7320206404320988,24.0,82
matched_left_right,cosmos_declarative_static32,left_vs_right,5,5,3.7224537037037035,0.7320650077160494,26.0,117
matched_left_right,cosmos_declarative_static32,left_vs_right,6,6,3.129196566358025,0.7199517746913581,21.0,97
matched_left_right,cosmos_declarative_static32,left_vs_right,7,7,3.304952739197531,0.7267283950617284,21.0,115
matched_left_right,cosmos_declarative_static32,left_vs_right,8,8,4.431393711419753,0.728984375,30.0,117
matched_left_right,cosmos_declarative_static32,left_vs_right,9,9,3.543641975308642,0.7319753086419754,23.0,101
within_condition_direction,cosmos_contrastive_static32,left,0,1,3.9731327160493826,0.7480439814814814,23.0,71
within_condition_direction,cosmos_contrastive_static32,left,0,2,3.610408950617284,0.7424903549382716,20.0,76
within_condition_direction,cosmos_contrastive_static32,left,0,3,3.5179301697530865,0.7434992283950618,24.0,70
within_condition_direction,cosmos_contrastive_static32,left,0,4,4.348382523148148,0.7464380787037037,24.0,91
within_condition_direction,cosmos_contrastive_static32,left,0,5,4.549394290123457,0.746754436728395,25.0,93
within_condition_direction,cosmos_contrastive_static32,left,0,6,3.23304012345679,0.7333342978395062,22.0,108
within_condition_direction,cosmos_contrastive_static32,left,0,7,3.8601543209876543,0.7426466049382716,23.0,82
within_condition_direction,cosmos_contrastive_static32,left,0,8,4.432987075617284,0.747380401234568,24.0,78
within_condition_direction,cosmos_contrastive_static32,left,0,9,3.6770418595679013,0.7465596064814815,23.0,87
within_condition_direction,cosmos_contrastive_static32,left,1,2,3.0192091049382714,0.7162962962962963,19.0,70
within_condition_direction,cosmos_contrastive_static32,left,1,3,3.5260976080246915,0.7261738040123457,22.0,76
within_condition_direction,cosmos_contrastive_static32,left,1,4,2.824725115740741,0.7184529320987655,18.0,117
within_condition_direction,cosmos_contrastive_static32,left,1,5,3.6458333333333335,0.7324440586419753,26.0,123
within_condition_direction,cosmos_contrastive_static32,left,1,6,3.7319097222222224,0.7271836419753086,20.0,121
within_condition_direction,cosmos_contrastive_static32,left,1,7,3.1899691358024693,0.7295206404320987,21.0,123
within_condition_direction,cosmos_contrastive_static32,left,1,8,4.8540248842592595,0.7343614969135802,32.0,85
within_condition_direction,cosmos_contrastive_static32,left,1,9,3.3036680169753088,0.7279706790123457,20.0,119
within_condition_direction,cosmos_contrastive_static32,left,2,3,3.246091820987654,0.715625,22.0,74
within_condition_direction,cosmos_contrastive_static32,left,2,4,3.3323832947530865,0.7119502314814815,22.0,116
within_condition_direction,cosmos_contrastive_static32,left,2,5,4.034236111111111,0.7277613811728395,26.0,85
within_condition_direction,cosmos_contrastive_static32,left,2,6,3.614193672839506,0.7276832561728395,22.0,100
within_condition_direction,cosmos_contrastive_static32,left,2,7,3.3895621141975307,0.7273659336419753,23.0,79
within_condition_direction,cosmos_contrastive_static32,left,2,8,4.660284529320988,0.72453125,32.0,77
within_condition_direction,cosmos_contrastive_static32,left,2,9,3.5168701774691358,0.7281587577160494,22.0,94
within_condition_direction,cosmos_contrastive_static32,left,3,4,3.8462008101851852,0.718762538580247,25.0,79
within_condition_direction,cosmos_contrastive_static32,left,3,5,4.510462962962963,0.7256799768518518,30.0,93
within_condition_direction,cosmos_contrastive_static32,left,3,6,3.3347202932098767,0.7249585262345679,23.0,104
within_condition_direction,cosmos_contrastive_static32,left,3,7,3.443655478395062,0.7275443672839507,21.0,91
within_condition_direction,cosmos_contrastive_static32,left,3,8,4.35547550154321,0.7248890817901235,27.0,90
within_condition_direction,cosmos_contrastive_static32,left,3,9,3.4901707175925925,0.7238117283950617,24.0,87
within_condition_direction,cosmos_contrastive_static32,left,4,5,3.7443142361111112,0.7214457947530865,26.0,76
within_condition_direction,cosmos_contrastive_static32,left,4,6,4.2122347608024695,0.7285590277777778,25.0,87
within_condition_direction,cosmos_contrastive_static32,left,4,7,3.5778713348765434,0.7251311728395061,22.0,80
within_condition_direction,cosmos_contrastive_static32,left,4,8,5.013782793209876,0.7182523148148148,34.0,85
within_condition_direction,cosmos_contrastive_static32,left,4,9,3.7496624228395063,0.7322048611111112,21.0,80
within_condition_direction,cosmos_contrastive_static32,left,5,6,4.8000289351851855,0.7337220293209876,29.0,108
within_condition_direction,cosmos_contrastive_static32,left,5,7,3.931082175925926,0.7255420524691358,27.0,109
within_condition_direction,cosmos_contrastive_static32,left,5,8,5.676459297839506,0.7370534336419753,37.0,85
within_condition_direction,cosmos_contrastive_static32,left,5,9,4.105328896604938,0.7330121527777778,24.0,83
within_condition_direction,cosmos_contrastive_static32,left,6,7,3.6251466049382715,0.7272733410493827,22.0,113
within_condition_direction,cosmos_contrastive_static32,left,6,8,4.1307957175925925,0.7292708333333333,22.0,126
within_condition_direction,cosmos_contrastive_static32,left,6,9,3.325492862654321,0.7069820601851852,23.0,110
within_condition_direction,cosmos_contrastive_static32,left,7,8,4.800294174382716,0.725420524691358,29.0,86
within_condition_direction,cosmos_contrastive_static32,left,7,9,3.354464699074074,0.723485725308642,23.0,81
within_condition_direction,cosmos_contrastive_static32,left,8,9,4.511489197530865,0.7302797067901234,27.0,98
within_condition_direction,cosmos_contrastive_static32,right,0,1,3.5708497299382715,0.7448890817901235,21.0,86
within_condition_direction,cosmos_contrastive_static32,right,0,2,3.5465461033950616,0.7511738040123457,19.0,76
within_condition_direction,cosmos_contrastive_static32,right,0,3,3.535605709876543,0.748443287037037,20.0,83
within_condition_direction,cosmos_contrastive_static32,right,0,4,3.5511689814814815,0.7497222222222222,20.0,72
within_condition_direction,cosmos_contrastive_static32,right,0,5,3.052349537037037,0.734639274691358,19.0,68
within_condition_direction,cosmos_contrastive_static32,right,0,6,3.2439101080246915,0.7393952546296296,20.0,73
within_condition_direction,cosmos_contrastive_static32,right,0,7,3.5209722222222224,0.7395380015432099,21.0,81
within_condition_direction,cosmos_contrastive_static32,right,0,8,3.2937239583333335,0.7434837962962964,21.0,89
within_condition_direction,cosmos_contrastive_static32,right,0,9,3.614294945987654,0.7456954089506173,23.0,75
within_condition_direction,cosmos_contrastive_static32,right,1,2,3.9076041666666668,0.7190268132716049,22.0,95
within_condition_direction,cosmos_contrastive_static32,right,1,3,2.7885368441358023,0.7075289351851852,19.0,94
within_condition_direction,cosmos_contrastive_static32,right,1,4,3.833149112654321,0.7284683641975309,21.0,94
within_condition_direction,cosmos_contrastive_static32,right,1,5,3.3517158564814813,0.7232725694444444,20.0,87
within_condition_direction,cosmos_contrastive_static32,right,1,6,3.4700839120370373,0.7158391203703703,21.0,93
within_condition_direction,cosmos_contrastive_static32,right,1,7,3.739115547839506,0.7079648919753087,23.0,94
within_condition_direction,cosmos_contrastive_static32,right,1,8,3.580746527777778,0.7175848765432099,20.0,94
within_condition_direction,cosmos_contrastive_static32,right,1,9,3.7458024691358025,0.7175675154320987,24.0,93
within_condition_direction,cosmos_contrastive_static32,right,2,3,3.8623524305555557,0.7188541666666667,22.0,89
within_condition_direction,cosmos_contrastive_static32,right,2,4,2.5260117669753086,0.6973852237654321,16.0,71
within_condition_direction,cosmos_contrastive_static32,right,2,5,3.5084268904320988,0.7260426311728395,19.0,104
within_condition_direction,cosmos_contrastive_static32,right,2,6,3.0066251929012346,0.7164872685185185,19.0,87
within_condition_direction,cosmos_contrastive_static32,right,2,7,2.8507609953703703,0.7072694830246914,19.0,100
within_condition_direction,cosmos_contrastive_static32,right,2,8,2.866616512345679,0.7082378472222223,19.0,98
within_condition_direction,cosmos_contrastive_static32,right,2,9,2.999112654320988,0.7125964506172839,20.0,92
within_condition_direction,cosmos_contrastive_static32,right,3,4,3.860542052469136,0.7202314814814815,22.0,79
within_condition_direction,cosmos_contrastive_static32,right,3,5,3.268713348765432,0.7194020061728396,20.0,102
within_condition_direction,cosmos_contrastive_static32,right,3,6,3.5348476080246916,0.7190123456790124,20.0,94
within_condition_direction,cosmos_contrastive_static32,right,3,7,3.905,0.7210378086419753,24.0,99
within_condition_direction,cosmos_contrastive_static32,right,3,8,3.4778886959876543,0.7175028935185185,20.0,91
within_condition_direction,cosmos_contrastive_static32,right,3,9,3.6904002700617284,0.7102170138888889,24.0,93
within_condition_direction,cosmos_contrastive_static32,right,4,5,3.3897434413580245,0.7326282793209876,18.0,81
within_condition_direction,cosmos_contrastive_static32,right,4,6,2.9532793209876544,0.7217457561728395,17.0,86
within_condition_direction,cosmos_contrastive_static32,right,4,7,2.8533314043209876,0.716430362654321,18.010000000009313,95
within_condition_direction,cosmos_contrastive_static32,right,4,8,3.0037721836419755,0.7250646219135802,19.0,84
within_condition_direction,cosmos_contrastive_static32,right,4,9,2.765145640432099,0.7110069444444445,18.0,76
within_condition_direction,cosmos_contrastive_static32,right,5,6,3.149911265432099,0.719242862654321,20.0,79
within_condition_direction,cosmos_contrastive_static32,right,5,7,3.2947608024691357,0.7117312885802469,20.0,75
within_condition_direction,cosmos_contrastive_static32,right,5,8,3.1398485725308642,0.717902199074074,20.0,81
within_condition_direction,cosmos_contrastive_static32,right,5,9,3.2207108410493825,0.7117872299382716,20.0,84
within_condition_direction,cosmos_contrastive_static32,right,6,7,2.921952160493827,0.7013782793209876,21.0,77
within_condition_direction,cosmos_contrastive_static32,right,6,8,2.679038387345679,0.6998842592592592,19.0,98
within_condition_direction,cosmos_contrastive_static32,right,6,9,2.996266396604938,0.7105912422839507,20.0,91
within_condition_direction,cosmos_contrastive_static32,right,7,8,2.974163773148148,0.7066589506172839,20.0,92
within_condition_direction,cosmos_contrastive_static32,right,7,9,2.8827961033950618,0.7004128086419753,20.0,91
within_condition_direction,cosmos_contrastive_static32,right,8,9,2.892378472222222,0.7018470293209876,20.0,75
matched_left_right,cosmos_contrastive_static32,left_vs_right,0,0,1.491478587962963,0.6354552469135802,10.0,70
matched_left_right,cosmos_contrastive_static32,left_vs_right,1,1,4.35313850308642,0.726616512345679,25.0,113
matched_left_right,cosmos_contrastive_static32,left_vs_right,2,2,3.0643364197530865,0.7275896990740741,19.0,90
matched_left_right,cosmos_contrastive_static32,left_vs_right,3,3,3.884410686728395,0.7354726080246914,24.0,91
matched_left_right,cosmos_contrastive_static32,left_vs_right,4,4,3.268150077160494,0.7318981481481481,19.0,87
matched_left_right,cosmos_contrastive_static32,left_vs_right,5,5,4.629364390432099,0.7431413966049383,25.0,92
matched_left_right,cosmos_contrastive_static32,left_vs_right,6,6,2.8961757330246916,0.7034702932098765,20.0,92
matched_left_right,cosmos_contrastive_static32,left_vs_right,7,7,3.1942139274691357,0.7187596450617284,22.0,78
matched_left_right,cosmos_contrastive_static32,left_vs_right,8,8,4.366142939814814,0.736147762345679,26.0,98
matched_left_right,cosmos_contrastive_static32,left_vs_right,9,9,3.223972800925926,0.7139988425925926,23.0,97
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,left,0,0,0.47267457561728393,0.3402748842592593,4.0,26
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,left,1,1,3.2835001929012346,0.7209751157407407,20.0,105
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,left,2,2,3.310382908950617,0.7276736111111111,24.0,84
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,left,3,3,2.8457185570987655,0.6987567515432099,21.0,107
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,left,4,4,4.151343557098765,0.7101437114197531,26.0,103
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,left,5,5,4.20759162808642,0.7211805555555556,27.0,90
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,left,6,6,3.478150077160494,0.7177324459876543,23.0,84
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,left,7,7,3.606951195987654,0.7214679783950617,23.0,87
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,left,8,8,3.7980729166666665,0.7226658950617284,24.0,109
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,left,9,9,3.1035850694444442,0.7164506172839507,22.0,78
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,right,0,0,3.310744598765432,0.6494569830246913,43.0,82
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,right,1,1,4.152568479938272,0.7253665123456791,25.0,87
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,right,2,2,3.2819048996913582,0.7094521604938272,23.0,83
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,right,3,3,3.6029320987654323,0.72203125,24.0,100
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,right,4,4,2.989380787037037,0.708587962962963,20.0,98
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,right,5,5,3.325126350308642,0.7201215277777778,21.0,94
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,right,6,6,3.3433815586419753,0.7173119212962963,22.0,115
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,right,7,7,3.44227237654321,0.7255748456790123,19.0,100
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,right,8,8,3.0421768904320987,0.709224537037037,22.0,90
matched_canonical_short,cosmos_canonical_vs_short_paraphrase,right,9,9,2.9493778935185184,0.7117283950617284,19.0,93
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,left,0,0,0.43384934413580245,0.32242669753086417,4.0,24
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,left,1,1,2.7727141203703702,0.7190625,18.0,103
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,left,2,2,3.256238425925926,0.7160252700617284,23.0,78
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,left,3,3,3.2408015046296295,0.7057127700617284,24.0,91
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,left,4,4,3.0660127314814813,0.7160927854938272,20.0,85
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,left,5,5,4.0044126157407405,0.7326784336419753,27.0,109
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,left,6,6,3.680150462962963,0.7340200617283951,23.0,116
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,left,7,7,3.412355324074074,0.7249546682098765,23.0,117
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,left,8,8,4.625454282407407,0.7259297839506172,34.0,85
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,left,9,9,3.5199305555555553,0.7278202160493827,23.0,99
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,right,0,0,1.4958246527777779,0.6283969907407407,11.0,73
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,right,1,1,3.7556751543209876,0.7333873456790123,23.0,101
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,right,2,2,3.099817708333333,0.7205488040123457,20.0,83
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,right,3,3,3.522589699074074,0.705541087962963,20.0,111
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,right,4,4,3.306879822530864,0.7290972222222222,21.0,78
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,right,5,5,3.1870833333333333,0.7129407793209876,21.0,80
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,right,6,6,2.821113040123457,0.7096084104938272,19.0,94
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,right,7,7,3.0674961419753086,0.7015075231481481,21.0,101
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,right,8,8,3.7798967978395064,0.7165094521604938,21.0,88
matched_declarative_contrastive,cosmos_declarative_goal_vs_contrastive_goal,right,9,9,2.7895707947530863,0.7086024305555556,19.0,80
