comparison,label,left_seed,right_seed,cube_centroid_distance_m,bowl_centroid_distance_m,max_object_centroid_distance_m
within_condition_direction,cosmos_declarative_static32:left,7203,7207,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7203,7208,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7203,7209,0.0013810679320049757,0.0,0.0013810679320049757
within_condition_direction,cosmos_declarative_static32:left,7204,7205,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7204,7206,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7204,7207,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7204,7208,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7204,7209,0.0013810679320049757,0.0,0.0013810679320049757
within_condition_direction,cosmos_declarative_static32:left,7205,7206,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7205,7207,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7205,7208,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7205,7209,0.0013810679320049757,0.0,0.0013810679320049757
within_condition_direction,cosmos_declarative_static32:left,7206,7207,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7206,7208,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7206,7209,0.0013810679320049757,0.0,0.0013810679320049757
within_condition_direction,cosmos_declarative_static32:left,7207,7208,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:left,7207,7209,0.0013810679320049757,0.0,0.0013810679320049757
within_condition_direction,cosmos_declarative_static32:left,7208,7209,0.0013810679320049757,0.0,0.0013810679320049757
within_condition_direction,cosmos_declarative_static32:right,7200,7201,0.0032868437543545556,0.0001220703125,0.0032868437543545556
within_condition_direction,cosmos_declarative_static32:right,7200,7202,0.0032868437543545556,0.0001220703125,0.0032868437543545556
within_condition_direction,cosmos_declarative_static32:right,7200,7203,0.0032868437543545556,0.0001220703125,0.0032868437543545556
within_condition_direction,cosmos_declarative_static32:right,7200,7204,0.0032868437543545556,0.0001220703125,0.0032868437543545556
within_condition_direction,cosmos_declarative_static32:right,7200,7205,0.0032868437543545556,0.0001220703125,0.0032868437543545556
within_condition_direction,cosmos_declarative_static32:right,7200,7206,0.0032868437543545556,0.0001220703125,0.0032868437543545556
within_condition_direction,cosmos_declarative_static32:right,7200,7207,0.0032868437543545556,0.0007720404443770458,0.0032868437543545556
within_condition_direction,cosmos_declarative_static32:right,7200,7208,0.0032868437543545556,0.0007720404443770458,0.0032868437543545556
within_condition_direction,cosmos_declarative_static32:right,7200,7209,0.0032868437543545556,0.0005033087921896558,0.0032868437543545556
within_condition_direction,cosmos_declarative_static32:right,7201,7202,0.0005459150335692846,0.0,0.0005459150335692846
within_condition_direction,cosmos_declarative_static32:right,7201,7203,0.0005459150335692846,0.0,0.0005459150335692846
within_condition_direction,cosmos_declarative_static32:right,7201,7204,0.0005459150335692846,0.0,0.0005459150335692846
within_condition_direction,cosmos_declarative_static32:right,7201,7205,0.0005459150335692846,0.0,0.0005459150335692846
within_condition_direction,cosmos_declarative_static32:right,7201,7206,0.0005459150335692846,0.0,0.0005459150335692846
within_condition_direction,cosmos_declarative_static32:right,7201,7207,0.0005459150335692846,0.0007425247229367944,0.0007425247229367944
within_condition_direction,cosmos_declarative_static32:right,7201,7208,0.0005459150335692846,0.0007425247229367944,0.0007425247229367944
