cell_id,phase,layout_pair_id,model_config,layout_arm,command,replicate_id,candidate_effective_policy_seed,action_cap,stop_on_success,selected,status,pose_manifest,forecast_mapping
wmf1__confirmation__C17__D1__reflected__left,confirmation,C17,D1,reflected,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C17__D1__reflected__right,confirmation,C17,D1,reflected,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C18__N3__original__left,confirmation,C18,N3,original,left,0,2026091218,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C18__N3__original__right,confirmation,C18,N3,original,right,0,2026091218,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C18__N3__reflected__left,confirmation,C18,N3,reflected,left,0,2026091218,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C18__N3__reflected__right,confirmation,C18,N3,reflected,right,0,2026091218,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C18__D1__original__left,confirmation,C18,D1,original,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C18__D1__original__right,confirmation,C18,D1,original,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C18__D1__reflected__left,confirmation,C18,D1,reflected,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C18__D1__reflected__right,confirmation,C18,D1,reflected,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C19__N3__original__left,confirmation,C19,N3,original,left,0,2026091219,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C19__N3__original__right,confirmation,C19,N3,original,right,0,2026091219,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C19__N3__reflected__left,confirmation,C19,N3,reflected,left,0,2026091219,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C19__N3__reflected__right,confirmation,C19,N3,reflected,right,0,2026091219,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C19__D1__original__left,confirmation,C19,D1,original,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C19__D1__original__right,confirmation,C19,D1,original,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C19__D1__reflected__left,confirmation,C19,D1,reflected,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C19__D1__reflected__right,confirmation,C19,D1,reflected,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C20__N3__original__left,confirmation,C20,N3,original,left,0,2026091220,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C20__N3__original__right,confirmation,C20,N3,original,right,0,2026091220,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C20__N3__reflected__left,confirmation,C20,N3,reflected,left,0,2026091220,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C20__N3__reflected__right,confirmation,C20,N3,reflected,right,0,2026091220,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C20__D1__original__left,confirmation,C20,D1,original,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C20__D1__original__right,confirmation,C20,D1,original,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C20__D1__reflected__left,confirmation,C20,D1,reflected,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C20__D1__reflected__right,confirmation,C20,D1,reflected,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C21__N3__original__left,confirmation,C21,N3,original,left,0,2026091221,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C21__N3__original__right,confirmation,C21,N3,original,right,0,2026091221,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C21__N3__reflected__left,confirmation,C21,N3,reflected,left,0,2026091221,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C21__N3__reflected__right,confirmation,C21,N3,reflected,right,0,2026091221,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C21__D1__original__left,confirmation,C21,D1,original,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C21__D1__original__right,confirmation,C21,D1,original,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C21__D1__reflected__left,confirmation,C21,D1,reflected,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C21__D1__reflected__right,confirmation,C21,D1,reflected,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C22__N3__original__left,confirmation,C22,N3,original,left,0,2026091222,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C22__N3__original__right,confirmation,C22,N3,original,right,0,2026091222,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C22__N3__reflected__left,confirmation,C22,N3,reflected,left,0,2026091222,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C22__N3__reflected__right,confirmation,C22,N3,reflected,right,0,2026091222,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C22__D1__original__left,confirmation,C22,D1,original,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C22__D1__original__right,confirmation,C22,D1,original,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C22__D1__reflected__left,confirmation,C22,D1,reflected,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C22__D1__reflected__right,confirmation,C22,D1,reflected,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C23__N3__original__left,confirmation,C23,N3,original,left,0,2026091223,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C23__N3__original__right,confirmation,C23,N3,original,right,0,2026091223,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C23__N3__reflected__left,confirmation,C23,N3,reflected,left,0,2026091223,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C23__N3__reflected__right,confirmation,C23,N3,reflected,right,0,2026091223,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C23__D1__original__left,confirmation,C23,D1,original,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C23__D1__original__right,confirmation,C23,D1,original,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C23__D1__reflected__left,confirmation,C23,D1,reflected,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C23__D1__reflected__right,confirmation,C23,D1,reflected,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C24__N3__original__left,confirmation,C24,N3,original,left,0,2026091224,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C24__N3__original__right,confirmation,C24,N3,original,right,0,2026091224,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C24__N3__reflected__left,confirmation,C24,N3,reflected,left,0,2026091224,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C24__N3__reflected__right,confirmation,C24,N3,reflected,right,0,2026091224,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C24__D1__original__left,confirmation,C24,D1,original,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C24__D1__original__right,confirmation,C24,D1,original,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C24__D1__reflected__left,confirmation,C24,D1,reflected,left,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
wmf1__confirmation__C24__D1__reflected__right,confirmation,C24,D1,reflected,right,0,1140,450,false,true,NOT_RELEASED,UNQUALIFIED,UNQUALIFIED
