frame_order,dataset_index,frame_index,episode_index,episode_progress,horizon_step,cmi_bits,null_centered_score_bits,pooled_entropy_bits,conditional_entropy_bits,null_mean_bits,null_median_bits,null_p95_bits,permutation_p_value,bootstrap_low_bits,bootstrap_high_bits,n_prompts,samples_per_prompt,action_dim,language_dependence_detected,gripper_mi_bits,gripper_null_p95_bits,gripper_permutation_p_value
2,31,31,0,0.28440366972477066,4,2.983549608610246,5.09011050803402,10.107685877526775,7.124136268916531,-2.1186892018425953,-2.106560899423774,-1.4321455827977947,0.004975124378109453,2.957822968724474,3.0610916705880142,10,8,6,True,-0.0,0.0,1.0
2,31,31,0,0.28440366972477066,5,2.888303469075436,5.198353414843061,9.76832767011002,6.880024201034587,-2.2850964120403225,-2.310049945767625,-1.5603517678643166,0.004975124378109453,2.8507959213538774,2.9660455436557167,10,8,6,True,-0.0,0.0,1.0
2,31,31,0,0.28440366972477066,6,2.8704022202464428,5.214104063879772,9.591664372293511,6.721262152047068,-2.32846975844907,-2.3437018436333297,-1.5467448379441662,0.004975124378109453,2.8330859209572257,2.941695062950687,10,8,6,True,-0.0,0.0,1.0
2,31,31,0,0.28440366972477066,7,2.867826566023427,5.2742935676294955,9.686136616739727,6.818310050716302,-2.383983650896983,-2.4064670016060687,-1.5108894062741232,0.004975124378109453,2.8461854601735572,2.9386672729906165,10,8,6,True,-0.0,0.0,1.0
3,47,47,0,0.43119266055045874,0,2.532476864884828,4.610797345553677,9.698370676306267,7.16589381142144,-2.0515837259798775,-2.078320480668849,-1.2605135120121378,0.004975124378109453,2.4869587331864556,2.6487650522368607,10,8,6,True,-0.0,0.0,1.0
3,47,47,0,0.43119266055045874,1,2.4052081311468116,4.403455422418115,9.683036485877064,7.277828354730254,-1.9723335817087901,-1.9982472912713036,-1.2186282992209456,0.004975124378109453,2.373698713857473,2.5644155852521493,10,8,6,True,-0.0,0.0,1.0
3,47,47,0,0.43119266055045874,2,2.4236831858931227,4.367627666711933,9.711438375746228,7.287755189853104,-1.9623122177249939,-1.9439444808188109,-1.1828317237862196,0.004975124378109453,2.4137162163618724,2.565048407307655,10,8,6,True,-0.0,0.0,1.0
3,47,47,0,0.43119266055045874,3,2.4589153348242934,4.511297640836457,10.126990681314046,7.668075346489752,-2.0291570496204963,-2.0523823060121633,-1.2233235769038453,0.004975124378109453,2.4472151323455664,2.6709425662260897,10,8,6,True,-0.0,0.0,1.0
3,47,47,0,0.43119266055045874,4,2.510473862657107,4.519123250930725,10.361721012583743,7.851247149926638,-2.0333688265671954,-2.008649388273618,-1.2373891455515238,0.004975124378109453,2.529819240938236,2.7165673457127224,10,8,6,True,-0.0,0.0,1.0
3,47,47,0,0.43119266055045874,5,2.6205107664639025,4.622204360128151,10.49148283244199,7.870972065978091,-1.9611312496779116,-2.0016935936642493,-1.2101990786649588,0.004975124378109453,2.626199016252217,2.783986667020348,10,8,6,True,-0.0,0.0,1.0
3,47,47,0,0.43119266055045874,6,2.6552913927391897,4.516594222241229,10.769478634308522,8.114187241569333,-1.8584453669152214,-1.86130282950204,-1.2376056712099581,0.004975124378109453,2.666848923602891,2.8479677874874687,10,8,6,True,-0.0,0.0,1.0
3,47,47,0,0.43119266055045874,7,2.6927721434953042,4.396796860439983,11.167252108980055,8.474479965484752,-1.7092538886015107,-1.704024716944679,-1.1892919451115833,0.004975124378109453,2.727685759545815,2.902283010752217,10,8,6,True,-0.0,0.0,1.0
4,62,62,0,0.5688073394495413,0,2.9122055450155506,4.781868988808291,10.307547797877216,7.395342252861668,-1.8406335876581172,-1.8696634437927397,-1.173099607160733,0.004975124378109453,2.898501061422864,3.0090606080789235,10,8,6,True,-0.0,0.0,1.0
4,62,62,0,0.5688073394495413,1,3.0088829423262604,5.078588793745244,9.944758083869829,6.935875141543571,-2.0453974367036,-2.069705851418983,-1.3841369569513058,0.004975124378109453,2.984997552926749,3.074514161127993,10,8,6,True,-0.0,0.0,1.0
4,62,62,0,0.5688073394495413,2,2.8613742142481216,4.761092129346716,9.698374836114603,6.837000621866483,-1.9238682676220167,-1.899717915098595,-1.2241847319242132,0.004975124378109453,2.8316917979622707,2.9176210687464663,10,8,6,True,-0.0,0.0,1.0
4,62,62,0,0.5688073394495413,3,2.596295545559216,4.4411800002192106,9.297095940984219,6.700800395425003,-1.8527137711394315,-1.8448844546599947,-1.2085896039585173,0.004975124378109453,2.5458223252151866,2.7014404291313068,10,8,6,True,-0.0,0.0,1.0
4,62,62,0,0.5688073394495413,4,2.5028996092828497,4.013069025145379,9.273229087467309,6.77032947818446,-1.5289230836096361,-1.5101694158625294,-0.9222641477066393,0.004975124378109453,2.457647708943612,2.612654480324167,10,8,6,True,-0.0,0.0,1.0
4,62,62,0,0.5688073394495413,5,2.592105289023662,4.280760298099129,9.435726248722991,6.8436209596993285,-1.659108140893608,-1.6886550090754673,-0.9411634410383389,0.004975124378109453,2.553997620850725,2.6955040151037957,10,8,6,True,-0.0,0.0,1.0
4,62,62,0,0.5688073394495413,6,2.663089102724044,4.538518294243247,9.609709358765201,6.9466202560411565,-1.899903988664973,-1.875429191519203,-1.1854764695804607,0.004975124378109453,2.6279357128062157,2.7877145510931785,10,8,6,True,-0.0,0.0,1.0
4,62,62,0,0.5688073394495413,7,2.671804107801824,4.533500325193235,9.702044771987234,7.030240664185409,-1.8929601990607,-1.8616962173914111,-1.2143117788482354,0.004975124378109453,2.636200534149666,2.8098516848410546,10,8,6,True,-0.0,0.0,1.0
5,78,78,0,0.7155963302752294,0,2.8724809124760804,4.658575134739433,9.901354212745098,7.0288733002690185,-1.7851705217257041,-1.7860942222633525,-1.2836653477051347,0.004975124378109453,2.8364110971171734,2.9589056871931376,10,8,6,True,-0.0,0.0,1.0
5,78,78,0,0.7155963302752294,1,2.731165641736134,4.419644036978497,10.047081249438584,7.3159156077024505,-1.6892207921339109,-1.6884783952423628,-1.0952048936369891,0.004975124378109453,2.7073036966997437,2.862429635468551,10,8,6,True,-0.0,0.0,1.0
5,78,78,0,0.7155963302752294,2,2.6957567157286246,4.452296277368223,10.472010944938798,7.776254229210174,-1.7522759431555486,-1.7565395616395982,-1.1757966059254934,0.004975124378109453,2.718001532511808,2.878591574213561,10,8,6,True,-0.0,0.0,1.0
5,78,78,0,0.7155963302752294,3,2.7801722176837713,4.574518253877814,10.225491705840229,7.445319488156457,-1.8077455390609478,-1.7943460361940429,-1.1280912494580597,0.004975124378109453,2.7765104313843394,2.9180497854514993,10,8,6,True,-0.0,0.0,1.0
5,78,78,0,0.7155963302752294,4,2.789937859557773,4.552303686659282,10.079747112787276,7.289809253229502,-1.775065108872405,-1.7623658271015088,-1.0462025552586127,0.004975124378109453,2.761813333983386,2.9143006761021315,10,8,6,True,-0.0,0.0,1.0
5,78,78,0,0.7155963302752294,5,2.8332993890938885,4.579302587709541,10.08900582131636,7.255706432222471,-1.7098263868870873,-1.7460031986156528,-0.9992135584808804,0.004975124378109453,2.805886553885152,2.958824388274924,10,8,6,True,-0.0,0.0,1.0
5,78,78,0,0.7155963302752294,6,2.8289396160859037,4.550449263804937,9.865193644235308,7.036254028149406,-1.7479842584560767,-1.7215096477190337,-1.0643238588812591,0.004975124378109453,2.808139164019342,2.917237874957989,10,8,6,True,-0.0,0.0,1.0
5,78,78,0,0.7155963302752294,7,2.7847897500857526,4.628637419586195,9.708937254418231,6.92414750433248,-1.832375500231029,-1.8438476695004422,-1.0716723775522075,0.004975124378109453,2.7523643081645397,2.887267578822587,10,8,6,True,-0.0,0.0,1.0
6,93,93,0,0.8532110091743119,0,2.9976189436090266,4.633842487442003,9.512114124945908,6.514495181336882,-1.6310077828760028,-1.6362235438329764,-1.0150170276369277,0.004975124378109453,2.972021891709219,3.0390222896594903,10,8,6,True,-0.0,0.0,1.0
6,93,93,0,0.8532110091743119,1,2.9917408614729206,4.659740250753896,9.511887968468587,6.520147106995666,-1.674583461973299,-1.6679993892809748,-1.1704969575314912,0.004975124378109453,2.967087138905788,3.0263927940020925,10,8,6,True,-0.0,0.0,1.0
6,93,93,0,0.8532110091743119,2,3.015081741648584,4.88254248985312,9.600585860248614,6.5855041186000305,-1.9059259167929974,-1.8674607482045364,-1.4537587734153972,0.004975124378109453,2.9933991959362256,3.0518733239349545,10,8,6,True,-0.0,0.0,1.0
6,93,93,0,0.8532110091743119,3,3.0380464379492342,5.173932572889481,9.651196795915823,6.613150357966588,-2.141028910569239,-2.1358861349402476,-1.4527461079857837,0.004975124378109453,3.0175142650195723,3.07883846895712,10,8,6,True,-0.0,0.0,1.0
6,93,93,0,0.8532110091743119,4,2.9905053967140414,5.201190587571162,9.70909264431439,6.71858724760035,-2.2257194703502945,-2.210685190857121,-1.5330513391598775,0.004975124378109453,2.970573408987833,3.0294466999564773,10,8,6,True,0.042588161742513515,0.042588161742513515,1.0
6,93,93,0,0.8532110091743119,5,2.9374628540700725,4.9374835249940725,9.745516476386843,6.80805362231677,-2.0225014352282775,-2.000020670924,-1.3467146977914375,0.004975124378109453,2.9012076365836057,3.0011722401651153,10,8,6,True,0.4689955935892812,0.1304657863119147,0.004975124378109453
6,93,93,0,0.8532110091743119,6,2.8464587349726687,4.915013786123026,9.676272725213021,6.829813990240352,-2.046306542395092,-2.068555051150358,-1.3275418852101823,0.004975124378109453,2.799663931358346,2.937235880201837,10,8,6,True,0.4689955935892812,0.15694012408499852,0.004975124378109453
6,93,93,0,0.8532110091743119,7,2.6955290709356876,4.742392220364897,9.532609208152046,6.837080137216359,-2.0532887796029597,-2.046863149429209,-1.1997252341954054,0.004975124378109453,2.660223644753501,2.8003522217544154,10,8,6,True,0.4047726869151774,0.16874323747002984,0.004975124378109453
7,109,109,0,1.0,0,2.556724165734907,4.4865776433675055,10.272750479445962,7.716026313711055,-1.9534322806096995,-1.929853477632598,-1.3744450044514442,0.004975124378109453,2.570009483005264,2.8122932502951343,10,8,6,True,0.6604799403730945,0.1664699929419142,0.004975124378109453
7,109,109,0,1.0,1,2.588829888606892,4.324065220977552,10.070275421295088,7.4814455326881975,-1.7331612645489043,-1.7352353323706597,-1.059441725199745,0.004975124378109453,2.5584447541662545,2.758405257497059,10,8,6,True,0.5047726869151774,0.1521182108453117,0.004975124378109453
7,109,109,0,1.0,2,2.6696259746904274,4.481688983051064,10.032657688962011,7.3630317142715835,-1.794408558455491,-1.8120630083606366,-1.121118455929303,0.004975124378109453,2.6291078315001135,2.802107153147085,10,8,6,True,0.23451169951404088,0.1257988108741216,0.004975124378109453
7,109,109,0,1.0,3,2.7615470993679785,4.797131241621009,9.91157451905087,7.1500274196828935,-2.0152371507315254,-2.035584142253031,-1.3882331006000481,0.004975124378109453,2.7400980818562175,2.843245826387809,10,8,6,True,0.08753311905075696,0.08753311905075696,0.0945273631840796
7,109,109,0,1.0,4,2.789018988653066,4.767461516644949,10.234586729373014,7.445567740719948,-1.9845793180283589,-1.9784425279918827,-1.32287379390095,0.004975124378109453,2.7741449279467756,2.89962501522162,10,8,6,True,-0.0,0.0,1.0
7,109,109,0,1.0,5,2.895263210085603,4.984513888315652,10.592962083539462,7.697698873453859,-2.0843381575555853,-2.0892506782300484,-1.4207738411948851,0.004975124378109453,2.8856166254436104,3.020191759254506,10,8,6,True,0.042588161742513515,0.042588161742513515,1.0
7,109,109,0,1.0,6,2.8796261485410746,5.052593042244096,10.644140383896014,7.764514235354938,-2.156868354936161,-2.172966893703021,-1.4998898748243743,0.004975124378109453,2.8456138658988688,3.0337265370487327,10,8,6,True,0.042588161742513515,0.042588161742513515,1.0
7,109,109,0,1.0,7,2.89670450932123,4.97094356682364,10.366336380121473,7.469631870800245,-2.0979857215610442,-2.07423905750241,-1.455348552698186,0.004975124378109453,2.8816401806384335,3.030872842934919,10,8,6,True,0.042588161742513515,0.042588161742513515,1.0
